"Name","Description","Summary","Label_rank","n_colleges","Survey","Survey_Name","Label","Group","Group_rev","corr_type","wtdprop","mr_kq5_pq1","mr_ktop1_pq1","k_rank","k_q1","k_q2","k_q3","k_q4","k_q5","k_top10pc","k_top5pc","k_top1pc","k_rank_cond_parq1","k_rank_cond_parq2","k_rank_cond_parq3","k_rank_cond_parq4","k_rank_cond_parq5","kq1_cond_parq1","kq2_cond_parq1","kq3_cond_parq1","kq4_cond_parq1","kq5_cond_parq1","kq1_cond_parq2","kq2_cond_parq2","kq3_cond_parq2","kq4_cond_parq2","kq5_cond_parq2","kq1_cond_parq3","kq2_cond_parq3","kq3_cond_parq3","kq4_cond_parq3","kq5_cond_parq3","kq1_cond_parq4","kq2_cond_parq4","kq3_cond_parq4","kq4_cond_parq4","kq5_cond_parq4","kq1_cond_parq5","kq2_cond_parq5","kq3_cond_parq5","kq4_cond_parq5","kq5_cond_parq5","par_q1","par_q2","par_q3","par_q4","par_q5"
"SATIS16_9406","Satisfaction: Institutional support of racial/cultural differences","SATIS16_9406.dissatisfied",2,56,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.140461076,-0.290116898,0.309921485,0.544047493,-0.10424057,-0.404051153,-0.586501104,-0.644132652,0.59758258,0.643966364,0.662596867,0.678559315,0.564541595,0.478056386,0.532668764,0.535186678,0.485945695,-0.242226853,-0.438938982,-0.364039298,-0.4794791,0.595454981,0.012434773,-0.405556605,-0.458502656,-0.565206902,0.545311747,-0.001036269,-0.306521106,-0.626735311,-0.578876231,0.605758244,-0.103128532,-0.336196432,-0.589648404,-0.5717258,0.581123895,0.067640101,-0.33408709,-0.522407055,-0.632000243,0.564740076,-0.386748567,-0.533898285,-0.594940615,-0.425935843,0.637996736
"SATIS16_9406","Satisfaction: Institutional support of racial/cultural differences","SATIS16_9406.neutral",3,56,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction","Pooled",0.340928834,-0.058317675,-0.018482935,0.039472092,-0.247737899,-0.100294601,0.036597441,0.131707534,-0.014651845,-0.036612255,-0.043410572,-0.046124376,0.021795341,0.032868017,0.061839743,0.097100714,0.046289268,-0.138590373,-0.182454768,0.123813877,0.375463476,-0.110429236,-0.164186789,0.009841379,0.065157694,0.064501857,-0.014115023,-0.257137375,-0.044318572,-0.065607617,0.143800763,0.005793952,-0.283621528,-0.13506461,-0.006023172,0.068762291,0.043728532,-0.2387897,-0.118545166,0.059767047,0.107931895,0.000348154,-0.00948415,0.090688107,0.214215552,0.192831121,-0.158961297
"SATIS16_9406","Satisfaction: Institutional support of racial/cultural differences","SATIS16_9406.satisfied",4,56,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.273037087,-0.223606849,-0.304353063,-0.417806677,0.074990845,0.292404852,0.492953531,0.513124039,-0.476597966,-0.47806883,-0.463309296,-0.451477265,-0.426904782,-0.415294875,-0.400017648,-0.446956379,-0.414202505,0.236175128,0.262768202,0.384323791,0.311160977,-0.461107869,0.102935998,0.310751348,0.444779127,0.404201961,-0.468371031,0.02345525,0.168021497,0.538645139,0.493485498,-0.499574773,-0.010022476,0.26883781,0.562678096,0.540992575,-0.523203828,0.089654851,0.194973321,0.370555717,0.558920975,-0.478698919,-0.094554591,0.127738078,0.411979252,0.516517075,-0.318244601
"SATIS16_9406","Satisfaction: Institutional support of racial/cultural differences","SATIS16_9406.verysatisfied",5,56,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.072235216,-0.075115363,-0.184444429,-0.255023602,0.351751115,0.270987435,0.165252638,0.094250351,-0.210373156,-0.181368207,-0.175157403,-0.155291676,-0.285854794,-0.259643322,-0.245130042,-0.284147439,-0.251003156,0.323805479,0.291724938,0.059127149,-0.055378515,-0.203400033,0.364503297,0.091314052,0.019473757,0.209670718,-0.223422337,0.250880405,0.175208672,0.211016228,0.072372063,-0.199578069,0.237536223,0.299336068,0.293131227,0.116195649,-0.264940865,0.320143513,0.240496814,0.093110185,0.127908304,-0.219494338,-0.04038541,-0.000265882,0.074537633,0.056887106,-0.028156173
"SATIS17_9406","Satisfaction: Interaction with other students","SATIS17_9406.cantrate",1,309,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction","Pooled",0.003444186,0.582008347,-0.102770168,-0.220216226,0.084064888,0.189308586,0.226245896,0.197476867,-0.224909006,-0.26508446,-0.279821973,-0.288281231,-0.130682852,-0.157275708,-0.204425585,-0.188016703,-0.185472522,0.051527424,0.079096486,0.111043279,0.136277421,-0.162900262,-0.024189492,0.191249382,0.123957283,0.13366272,-0.162204845,0.110376529,0.162962621,0.172265177,0.136311852,-0.197663015,0.109991345,0.1154768,0.162863968,0.106390265,-0.16151532,-0.047524668,0.216676244,0.238477116,0.165829403,-0.202174723,0.644280579,0.540548615,0.230624958,-0.080522188,-0.41401055
"SATIS17_9406","Satisfaction: Interaction with other students","SATIS17_9406.dissatisfied",2,309,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.032023066,0.384292139,0.368268246,0.312566411,-0.018282523,-0.211920049,-0.390362241,-0.439136213,0.377541812,0.399200977,0.394364004,0.376167294,0.30930991,0.364239136,0.322938915,0.2929756,0.308376146,0.000139342,-0.167561261,-0.380169108,-0.32238165,0.389567472,-0.177816249,-0.172870182,-0.411026188,-0.305986441,0.4030594,-0.048670328,-0.21871544,-0.384414394,-0.367396729,0.387454682,0.047348304,-0.210559865,-0.362480988,-0.453543718,0.388787766,-0.035355511,-0.163271074,-0.349496875,-0.438614513,0.372455296,0.175493258,-0.012423466,-0.352839432,-0.49584883,0.244122346
"SATIS17_9406","Satisfaction: Interaction with other students","SATIS17_9406.neutral",3,309,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction","Pooled",0.133576522,0.669052044,0.124109941,0.009475538,-0.070009991,0.001567142,0.019958974,-0.028592864,0.01786045,-0.017239605,-0.058025842,-0.119776244,0.069503782,0.069206023,0.035555399,0.047755924,0.053682071,-0.077357816,-0.009041442,0.003630376,-0.050954944,0.052416526,-0.160908918,0.038324258,-0.057412495,-0.025527146,0.065332848,-0.052634808,-0.031546761,-0.011263583,-0.087343416,0.062580139,-0.02422506,-0.066684834,-0.03153833,-0.103598167,0.081891089,-0.166197476,0.009973264,0.015713135,-0.044372377,0.05222395,0.608813579,0.493069812,0.094611973,-0.211390723,-0.296234508
"SATIS17_9406","Satisfaction: Interaction with other students","SATIS17_9406.satisfied",4,309,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.51858574,-0.006211326,-0.215942837,-0.196461641,-0.157447636,0.085322499,0.34650258,0.395682203,-0.279606422,-0.316698701,-0.358110129,-0.402222004,-0.193896456,-0.205185788,-0.198643703,-0.14922804,-0.147267941,-0.082398541,0.141910844,0.282778892,0.226084693,-0.261485214,-0.126703655,0.184078476,0.347681599,0.274861615,-0.286414777,-0.172490129,0.098877231,0.344694923,0.350420196,-0.285070659,-0.140328827,-0.010945634,0.268671716,0.365439663,-0.23693967,-0.170841431,0.006796355,0.295454468,0.385541659,-0.239715415,0.114804244,0.282415646,0.426089929,0.447943516,-0.424524983
"SATIS17_9406","Satisfaction: Interaction with other students","SATIS17_9406.verysatisfied",5,309,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.312370486,-0.464523065,-0.011454506,0.056322899,0.129915728,-0.016681032,-0.144375968,-0.135106009,0.087197656,0.125496291,0.17352723,0.237165447,0.018611025,0.015901811,0.04042473,0.010325994,0.002909391,0.088807997,-0.047545137,-0.096654475,-0.045203702,0.053009285,0.196975619,-0.101191762,-0.094146737,-0.090369566,0.057464003,0.133513127,-0.003635271,-0.125027307,-0.087461214,0.06238622,0.081230293,0.079060894,-0.073913747,-0.069790885,0.022496654,0.199404428,0.013476483,-0.120844487,-0.119434382,0.045222744,-0.463050395,-0.455167073,-0.239026603,-0.042000417,0.378141875
"SATIS18_9406","Satisfaction: Job placement services for students","SATIS18_9406.cantrate",1,318,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction","Pooled",0.253671366,0.312457406,-0.126532783,-0.31238689,0.164617389,0.256931106,0.303792363,0.291648658,-0.322494188,-0.335822643,-0.333916059,-0.287535846,-0.213896348,-0.25961499,-0.300492306,-0.304551158,-0.286203034,0.02542805,0.130812668,0.229981735,0.169458435,-0.242864966,0.032640337,0.23855658,0.242654916,0.238206637,-0.285301036,0.113553126,0.240061262,0.279148341,0.261425848,-0.317259435,0.177446932,0.209423412,0.253152575,0.240227886,-0.293304284,0.098283492,0.236974625,0.302018495,0.244567865,-0.297634344,0.40439786,0.375243779,0.256377183,0.09781617,-0.357679088
"SATIS18_9406","Satisfaction: Job placement services for students","SATIS18_9406.dissatisfied",2,318,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.150222977,-0.064781922,0.147919228,0.297683686,-0.158377288,-0.23874211,-0.265631548,-0.294338052,0.304907249,0.341357208,0.348146249,0.300720177,0.207150803,0.222072541,0.298365247,0.294070204,0.310209816,-0.024723556,-0.115850342,-0.293868665,-0.163739341,0.263292768,-0.058989227,-0.143636253,-0.227853913,-0.259178893,0.265300909,-0.138244032,-0.235710366,-0.250027539,-0.286710805,0.320696833,-0.168530199,-0.207465567,-0.203033095,-0.254816706,0.279407968,-0.133290981,-0.266249807,-0.27525366,-0.243931665,0.304865086,-0.149273897,-0.18268131,-0.258896135,-0.239232325,0.273360042
"SATIS18_9406","Satisfaction: Job placement services for students","SATIS18_9406.neutral",3,318,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction","Pooled",0.263786203,-0.127723595,-0.105581253,-0.086757562,-0.040060096,0.088981216,0.113292193,0.117720336,-0.103614255,-0.121057965,-0.125610504,-0.137218485,-0.124103966,-0.101089406,-0.082332469,-0.072380279,-0.086984932,0.060043167,0.120582826,0.023441661,0.14797405,-0.146756133,0.060584,0.082898627,0.08368903,0.038038962,-0.09281889,0.011271676,0.052224182,0.10303553,0.076834047,-0.091894724,-0.066617915,0.078942621,0.112596697,0.119555586,-0.103363085,-0.068807422,0.088621999,0.140759787,0.128104585,-0.112935262,-0.072876995,0.013881933,0.136591941,0.140547687,-0.077208204
"SATIS18_9406","Satisfaction: Job placement services for students","SATIS18_9406.satisfied",4,318,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.250499044,-0.365865718,0.057761464,0.190516006,-0.111407553,-0.175706464,-0.196969188,-0.134778244,0.189095344,0.180891005,0.16869781,0.138887547,0.127970027,0.180392519,0.181140609,0.180504763,0.149951752,-0.048892523,-0.070785142,-0.081627526,-0.088612786,0.122516026,-0.03359085,-0.20496541,-0.129892428,-0.08954459,0.164889286,-0.091685148,-0.156499839,-0.169112983,-0.093097358,0.171033241,-0.104833091,-0.146664254,-0.177172366,-0.096436865,0.168297968,-0.030821626,-0.137116136,-0.204136525,-0.108694484,0.159707857,-0.43147316,-0.354823941,-0.132288529,0.083128979,0.253059964
"SATIS18_9406","Satisfaction: Job placement services for students","SATIS18_9406.verysatisfied",5,318,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.081820409,-0.216702868,0.211097862,0.367090408,-0.085801487,-0.299399145,-0.403699012,-0.423484319,0.408800765,0.429046277,0.436543341,0.414373631,0.316881113,0.337843614,0.337545382,0.34780696,0.327119731,-0.031599546,-0.267408102,-0.209910065,-0.322597751,0.359919651,-0.028892975,-0.328134844,-0.335117957,-0.290437821,0.373130894,-0.033312666,-0.24125049,-0.379609379,-0.359570543,0.38463318,-0.095400902,-0.226285634,-0.361806845,-0.376545796,0.383835101,-0.003583669,-0.253865152,-0.400831805,-0.396365844,0.383589104,-0.344632302,-0.409518373,-0.384565844,-0.23890194,0.442616245
"SATIS19_9406","Satisfaction: Laboratory facilities and equipment","SATIS19_9406.cantrate",1,318,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction","Pooled",0.145967884,0.096927724,0.095461775,0.047248712,0.128635565,0.037316613,-0.159931148,-0.180285931,0.098418322,0.105114569,0.135633111,0.198759561,0.07070665,0.020549301,0.038529465,0.050102125,0.02633183,0.082584418,0.031445552,-0.182225544,-0.255684007,0.162819849,0.160471747,0.007725627,-0.147913208,-0.121002915,0.069213228,0.131474476,0.074909718,-0.180856288,-0.177973077,0.102677952,0.079922212,0.029546992,-0.120283352,-0.162559574,0.095354691,0.104626165,0.062617698,-0.114364666,-0.164514932,0.07346802,0.033732183,-0.09349167,-0.2421028,-0.30574345,0.208522339
"SATIS19_9406","Satisfaction: Laboratory facilities and equipment","SATIS19_9406.dissatisfied",2,318,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.089670417,0.284812209,-0.196740707,-0.394435077,0.243181897,0.359162025,0.3619194,0.297094994,-0.384641717,-0.380391769,-0.393411261,-0.40310439,-0.345023817,-0.362950149,-0.343831399,-0.341777923,-0.353013702,0.12953842,0.233708598,0.244931087,0.209840819,-0.343489691,0.109050018,0.337583683,0.296144879,0.250040476,-0.36346423,0.195170121,0.278659183,0.297429466,0.198576618,-0.32404049,0.176148967,0.31235731,0.300544536,0.242657526,-0.33806924,0.167094575,0.281472366,0.331431536,0.292536007,-0.357642813,0.45211481,0.556995548,0.430231614,0.17154297,-0.50997233
"SATIS19_9406","Satisfaction: Laboratory facilities and equipment","SATIS19_9406.neutral",3,318,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction","Pooled",0.238420197,0.182434277,-0.284354374,-0.366793417,0.199525706,0.283726612,0.322152597,0.36212522,-0.371899447,-0.412903659,-0.432863612,-0.456141855,-0.362140023,-0.332058743,-0.32274538,-0.310123416,-0.356595296,0.21679595,0.185554707,0.221154778,0.295575594,-0.384474928,0.070101411,0.291065384,0.245252847,0.349434555,-0.3593803,0.173206704,0.219754822,0.2408639,0.26697826,-0.310851102,0.141876333,0.221896306,0.266097463,0.306242994,-0.324590225,0.119285721,0.265661488,0.343979929,0.338139592,-0.368014845,0.310359356,0.399122007,0.394231712,0.282074836,-0.447874518
"SATIS19_9406","Satisfaction: Laboratory facilities and equipment","SATIS19_9406.satisfied",4,318,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.391868506,-0.244673598,-0.049529738,0.070070511,-0.215352043,-0.164499402,0.063220766,0.131126886,0.003270859,-0.010678497,-0.050301296,-0.121281342,0.055469295,0.058711356,0.055630827,0.059206179,0.072775345,-0.170352777,-0.087716632,0.136554026,0.15737913,-0.044345711,-0.160174895,-0.102866603,0.100991201,0.077726792,-0.00172523,-0.234268791,-0.167362739,0.136889798,0.177702097,-0.038212403,-0.150728881,-0.16691625,0.033198403,0.126459391,0.002876559,-0.141659625,-0.163511214,0.01078058,0.117143903,0.017165037,-0.256687269,-0.150438222,0.111552303,0.345331649,-0.038539819
"SATIS19_9406","Satisfaction: Laboratory facilities and equipment","SATIS19_9406.verysatisfied",5,318,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.134072995,-0.209052905,0.286332938,0.426335576,-0.249338616,-0.344146166,-0.377732786,-0.399498775,0.431069806,0.462299223,0.490141836,0.513117942,0.377329038,0.416708183,0.381270263,0.356192811,0.408341361,-0.174231849,-0.249035616,-0.267093386,-0.238608309,0.388232702,-0.144926279,-0.359125314,-0.323127848,-0.369094148,0.441092226,-0.182779498,-0.277500629,-0.319897834,-0.306958282,0.378129974,-0.170130118,-0.257785298,-0.308056413,-0.335469575,0.368385048,-0.180889106,-0.30253679,-0.37022397,-0.382934402,0.421817557,-0.343043732,-0.446449488,-0.437084521,-0.319316699,0.499854714
"SATIS20_9406","Satisfaction: Leadership opportunities","SATIS20_9406.cantrate",1,318,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction","Pooled",0.141598792,0.574560454,-0.110063188,-0.263638112,0.162777726,0.214865004,0.227314322,0.208390445,-0.250074911,-0.298582233,-0.325551029,-0.335602433,-0.160207757,-0.213975734,-0.250901946,-0.226294214,-0.239330689,0.029265457,0.1534885,0.13835164,0.106155747,-0.181394611,0.078652286,0.195141188,0.113652387,0.20113384,-0.213803165,0.167147954,0.192645297,0.190000154,0.115117877,-0.214551749,0.167054432,0.139377572,0.176019482,0.120989184,-0.189866806,0.048980345,0.225734615,0.241983981,0.17749428,-0.232250954,0.58811261,0.483903184,0.236407208,-0.009976207,-0.401392251
"SATIS20_9406","Satisfaction: Leadership opportunities","SATIS20_9406.dissatisfied",2,318,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.029785329,0.526915821,0.141699498,-0.114884513,0.16924227,0.142711892,0.055255158,-0.036506509,-0.070169502,-0.064243104,-0.07207354,-0.085296654,-0.031341845,-0.070297423,-0.083603151,-0.098011022,-0.089715118,0.00862395,0.11555953,0.016986253,-0.106005404,-0.004918963,-0.016588194,0.148162425,0.00964127,-0.002122573,-0.04484421,0.152070365,0.08479189,0.027638331,-0.078575813,-0.030869747,0.178450048,0.105180245,0.011590977,-0.063579294,-0.037957592,0.101809152,0.120558961,0.059669103,-0.054786906,-0.048391289,0.494674447,0.408502028,0.077672583,-0.192339836,-0.230827292
"SATIS20_9406","Satisfaction: Leadership opportunities","SATIS20_9406.neutral",3,318,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction","Pooled",0.280759325,0.301155492,-0.011349027,-0.001385723,-0.157906381,-0.01021424,0.097415527,0.060153292,-0.027182129,-0.061692618,-0.10314843,-0.157989043,-0.014951086,0.008069652,0.020018045,0.043768088,0.036373639,-0.030938916,0.094428462,0.089172703,-0.097018299,-0.020380834,-0.160299737,0.067843375,0.055305448,0.066043979,-0.030491997,-0.134624371,-0.032145342,0.06170573,-0.000988633,0.012329503,-0.142352304,-0.092161467,0.050333598,0.01976647,0.024912282,-0.199184759,-0.054082385,0.083282142,0.085090956,-0.005973922,0.305326212,0.299148521,0.162587279,0.014663938,-0.242826538
"SATIS20_9406","Satisfaction: Leadership opportunities","SATIS20_9406.satisfied",4,318,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.3821105,-0.592351011,0.036279214,0.205951956,-0.166504789,-0.192329894,-0.159081049,-0.101800995,0.176423913,0.212446667,0.236379337,0.251708864,0.091221623,0.15276375,0.187945957,0.179978973,0.182308106,-0.04564666,-0.119747175,-0.090651535,-0.029631629,0.11646388,-0.055113663,-0.159882153,-0.04413937,-0.134833366,0.139468283,-0.179877058,-0.156913245,-0.115680397,-0.004842108,0.128724769,-0.163346621,-0.138244266,-0.131316181,-0.015851581,0.123924541,-0.054793245,-0.197668937,-0.179571616,-0.089660943,0.164588341,-0.581261987,-0.446145062,-0.134894247,0.125431699,0.312518646
"SATIS20_9406","Satisfaction: Leadership opportunities","SATIS20_9406.verysatisfied",5,318,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.165746055,-0.420699883,0.075945792,0.132176344,0.057645368,-0.084152343,-0.196073838,-0.185267795,0.156239819,0.20272418,0.24349495,0.283732642,0.117667602,0.110433313,0.11286922,0.076420752,0.093633162,0.032556977,-0.156905452,-0.144665298,-0.003942534,0.116356342,0.084614513,-0.152882759,-0.135321085,-0.154263309,0.147530664,0.051939702,-0.065405581,-0.162975501,-0.117257116,0.124487691,0.035813115,0.020642202,-0.118571298,-0.13167653,0.091638239,0.12555853,-0.054556956,-0.183228109,-0.175440831,0.126584574,-0.444971826,-0.434907956,-0.284828941,-0.087999438,0.393687304
"SATIS21_9406","Satisfaction: Library facilities","SATIS21_9406.cantrate",1,318,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction","Pooled",0.010398512,0.275178856,0.0957753,0.01470641,-0.027695862,-0.000482531,-0.014740598,-0.017637539,0.017797704,0.015431882,-0.011428554,-0.046885283,0.051831411,0.025336821,0.023944848,0.041608442,0.044580938,-0.082826684,-0.045894093,0.015528271,0.03403152,0.022788432,-0.036336084,0.00243882,-0.0454422,0.00535721,0.025588372,-0.029964731,0.003357894,-0.009342304,-0.06091607,0.035799169,0.013616178,-0.048179621,-0.071773639,-0.065716433,0.066295281,-0.076531717,-0.000329134,-0.016978435,-0.052590365,0.048386704,0.284853392,0.261641124,0.11085573,0.012617144,-0.208137827
"SATIS21_9406","Satisfaction: Library facilities","SATIS21_9406.dissatisfied",2,318,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.165082892,0.022363822,-0.198311629,-0.245539024,0.181046705,0.2330889,0.180806993,0.175911085,-0.228254532,-0.238369995,-0.248691889,-0.279235138,-0.187821019,-0.230520657,-0.207761696,-0.22025463,-0.242430685,-0.008231932,0.190082337,0.110538159,0.197104364,-0.212596921,0.104202997,0.180757073,0.177172385,0.15226054,-0.222164027,0.145041107,0.213529216,0.124729812,0.0755325,-0.172630709,0.109283946,0.216067665,0.18822448,0.157480156,-0.219359466,0.172471226,0.195825351,0.157229899,0.17876644,-0.227094877,0.111383576,0.18353065,0.184358165,0.096724144,-0.184880898
"SATIS21_9406","Satisfaction: Library facilities","SATIS21_9406.neutral",3,318,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction","Pooled",0.186391371,0.248013734,-0.12132139,-0.189621736,0.168298438,0.174487144,0.135643758,0.086266256,-0.157689852,-0.181415889,-0.22425655,-0.317074155,-0.157287593,-0.135313782,-0.143089985,-0.134580277,-0.19067461,0.092381709,0.159879928,0.066067564,0.063120467,-0.152308083,0.084201383,0.075803053,0.103578143,0.095034817,-0.129204431,0.143615974,0.135048157,0.116937525,-0.051885158,-0.090568717,0.087996615,0.123111613,0.11873838,0.027493175,-0.105633264,0.11829489,0.178370246,0.122103388,0.090005401,-0.156389696,0.287888478,0.306296389,0.22446721,0.065145978,-0.27829148
"SATIS21_9406","Satisfaction: Library facilities","SATIS21_9406.satisfied",4,318,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.437196832,-0.083809057,0.017682218,0.04314599,-0.076249013,-0.085159977,0.009285347,0.048184107,0.011601043,0.009625817,0.006252762,0.019160846,-0.017691551,0.05076522,0.024005419,0.038970269,0.032778982,0.103301765,-0.008401687,0.014009834,-0.058372316,-0.011086161,-0.034756956,-0.083376764,0.006204462,0.029396879,0.019926493,-0.09057484,-0.08136823,0.054182911,0.124168631,-0.03511651,-0.051978897,-0.114691682,-0.00786614,0.052911085,0.018526623,-0.072547565,-0.056021827,0.024906129,0.035079186,0.007237635,-0.096323569,-0.093279591,0.009833299,0.105370104,0.015886984
"SATIS21_9406","Satisfaction: Library facilities","SATIS21_9406.verysatisfied",5,318,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.200930393,-0.114434874,0.241420049,0.3139023,-0.213688354,-0.2666339,-0.25663041,-0.253466359,0.301604414,0.325173801,0.361650213,0.433160536,0.276538977,0.265683176,0.264449199,0.261223173,0.315366829,-0.098862145,-0.263022641,-0.156644085,-0.196626847,0.297812828,-0.120988179,-0.166102473,-0.232116754,-0.223036846,0.274995666,-0.154768824,-0.230189336,-0.220949864,-0.130155644,0.241604657,-0.121221846,-0.199366812,-0.238793675,-0.204300896,0.257566966,-0.178153038,-0.250122864,-0.236202164,-0.245963135,0.299773964,-0.217647284,-0.300401875,-0.316372895,-0.203659656,0.33530414
"SATIS22_9406","Satisfaction: Opportunities for community service","SATIS22_9406.cantrate",1,318,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction","Pooled",0.171954319,0.53965596,-0.128545812,-0.244354317,0.027892645,0.176281984,0.279776867,0.292693645,-0.269374311,-0.31828967,-0.356383551,-0.382152098,-0.178004986,-0.198967481,-0.231647336,-0.203158651,-0.197101239,-0.00193749,0.161150032,0.188978833,0.15070014,-0.21759903,-0.029340837,0.203876058,0.17497618,0.243322742,-0.2320563,0.053239889,0.144918338,0.249074551,0.197505159,-0.237913573,0.052087972,0.079358546,0.224357051,0.201800159,-0.206227149,-0.074888498,0.158012871,0.256915362,0.268801333,-0.233658807,0.587740872,0.544477631,0.342701887,0.112769058,-0.498942171
"SATIS22_9406","Satisfaction: Opportunities for community service","SATIS22_9406.dissatisfied",2,318,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.02937391,0.42320424,-0.04625048,-0.2070031,0.061885939,0.195939716,0.220249156,0.163305685,-0.205080314,-0.21802016,-0.264464066,-0.317712802,-0.149452677,-0.141635033,-0.184816176,-0.172082611,-0.170449484,0.003000751,0.180289201,0.158422305,0.057210893,-0.168740141,-0.060615443,0.223211172,0.093571798,0.16865941,-0.164112193,0.115431421,0.130962366,0.179323695,0.063188721,-0.159393685,0.060488452,0.115166903,0.173879974,0.129799062,-0.165445994,-0.020833378,0.160350401,0.215339914,0.151616949,-0.177858072,0.46034074,0.483989675,0.320954875,0.094489848,-0.42705566
"SATIS22_9406","Satisfaction: Opportunities for community service","SATIS22_9406.neutral",3,318,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction","Pooled",0.236833681,0.2363086,-0.134488285,-0.192578761,-0.135688918,0.119261228,0.311776181,0.320947607,-0.247910263,-0.297003439,-0.359656457,-0.446101111,-0.194473082,-0.161579737,-0.166773673,-0.144207896,-0.149560818,-0.002639177,0.201106429,0.213499828,0.16049692,-0.248355858,-0.115219949,0.179018103,0.219410613,0.246399302,-0.222002829,-0.09205781,0.07696874,0.278299084,0.209459054,-0.206174112,-0.121416359,0.024261585,0.254068397,0.267032177,-0.198074875,-0.19450764,0.063627516,0.285499812,0.323748814,-0.2158957,0.306154765,0.431922659,0.472254231,0.350696605,-0.506783101
"SATIS22_9406","Satisfaction: Opportunities for community service","SATIS22_9406.satisfied",4,318,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.356472256,-0.521843879,0.071184451,0.087995124,0.000250557,-0.060187208,-0.107864765,-0.094983083,0.092276508,0.123976981,0.162297079,0.199767631,0.010025092,0.04618088,0.080884753,0.051890885,0.053838096,0.070160366,-0.015919801,-0.096268389,-0.043262819,0.046183278,0.062758008,-0.083653814,-0.032731858,-0.075863727,0.055436882,-0.066751272,-0.040046292,-0.079151026,0.016507842,0.04884169,-0.014058869,-0.003264584,-0.048251236,-0.023487906,0.032168614,0.086333028,-0.056570606,-0.107083249,-0.090289451,0.07168247,-0.524141528,-0.418357626,-0.139052859,0.052629888,0.31460009
"SATIS22_9406","Satisfaction: Opportunities for community service","SATIS22_9406.verysatisfied",5,318,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction","Pooled",0.205365835,-0.352205535,0.153577985,0.30130357,0.043398511,-0.214493285,-0.390027407,-0.407104665,0.352133901,0.405931497,0.458117255,0.514166069,0.283285989,0.26012601,0.276730652,0.254600614,0.250788746,-0.040381789,-0.272440494,-0.25196757,-0.20679981,0.329551125,0.060946855,-0.262221648,-0.273233023,-0.33318844,0.321262614,0.030108564,-0.166184928,-0.355796815,-0.314036535,0.320978835,0.022653141,-0.098184661,-0.33824989,-0.334745596,0.299097843,0.126774563,-0.164111844,-0.354507187,-0.38862316,0.311073647,-0.438350003,-0.539109064,-0.531468911,-0.344535168,0.596995107
