"Name","Description","Summary","wtdprop","n_colleges","Survey","Survey_Name"
"GOAL08","Goal: Creating artistic work (paintings, sculpture, etc.)","GOAL08.essential",0.0688114387846291,318,"CSS","College Senior Survey"
"GOAL08","Goal: Creating artistic work (paintings, sculpture, etc.)","GOAL08.notimportant",0.574264053632493,318,"CSS","College Senior Survey"
"GOAL08","Goal: Creating artistic work (paintings, sculpture, etc.)","GOAL08.somewhatimportant",0.24817229405538,318,"CSS","College Senior Survey"
"GOAL08","Goal: Creating artistic work (paintings, sculpture, etc.)","GOAL08.veryimportant",0.108752213527497,318,"CSS","College Senior Survey"
"GOAL09","Goal: Developing a meaningful philosophy of life","GOAL09.essential",0.248484888473935,318,"CSS","College Senior Survey"
"GOAL09","Goal: Developing a meaningful philosophy of life","GOAL09.notimportant",0.153728147588523,318,"CSS","College Senior Survey"
"GOAL09","Goal: Developing a meaningful philosophy of life","GOAL09.somewhatimportant",0.282066424072871,318,"CSS","College Senior Survey"
"GOAL09","Goal: Developing a meaningful philosophy of life","GOAL09.veryimportant",0.315720539864671,318,"CSS","College Senior Survey"
"GOAL10","Goal: Having administrative responsibility for the work of others","GOAL10.essential",0.0957745734785724,318,"CSS","College Senior Survey"
"GOAL10","Goal: Having administrative responsibility for the work of others","GOAL10.notimportant",0.224581238010018,318,"CSS","College Senior Survey"
"GOAL10","Goal: Having administrative responsibility for the work of others","GOAL10.somewhatimportant",0.381302066651918,318,"CSS","College Senior Survey"
"GOAL10","Goal: Having administrative responsibility for the work of others","GOAL10.veryimportant",0.298342121859491,318,"CSS","College Senior Survey"
"GOAL11","Goal: Helping others who are in difficulty","GOAL11.essential",0.2699451968172,318,"CSS","College Senior Survey"
"GOAL11","Goal: Helping others who are in difficulty","GOAL11.notimportant",0.0234889603203878,318,"CSS","College Senior Survey"
"GOAL11","Goal: Helping others who are in difficulty","GOAL11.somewhatimportant",0.241216340833641,318,"CSS","College Senior Survey"
"GOAL11","Goal: Helping others who are in difficulty","GOAL11.veryimportant",0.465349502028772,318,"CSS","College Senior Survey"
"GOAL12","Goal: Helping to promote racial understanding","GOAL12.essential",0.117072575028962,318,"CSS","College Senior Survey"
"GOAL12","Goal: Helping to promote racial understanding","GOAL12.notimportant",0.208853302000442,318,"CSS","College Senior Survey"
"GOAL12","Goal: Helping to promote racial understanding","GOAL12.somewhatimportant",0.4083397418337,318,"CSS","College Senior Survey"
"GOAL12","Goal: Helping to promote racial understanding","GOAL12.veryimportant",0.265734381136895,318,"CSS","College Senior Survey"
"GOAL15","Goal: Influencing social values","GOAL15.essential",0.128131281510528,318,"CSS","College Senior Survey"
"GOAL15","Goal: Influencing social values","GOAL15.notimportant",0.146676772003822,318,"CSS","College Senior Survey"
"GOAL15","Goal: Influencing social values","GOAL15.somewhatimportant",0.364856493228326,318,"CSS","College Senior Survey"
"GOAL15","Goal: Influencing social values","GOAL15.veryimportant",0.360335453257324,318,"CSS","College Senior Survey"
"GOAL16","Goal: Influencing the political structure","GOAL16.essential",0.0565377544363687,318,"CSS","College Senior Survey"
"GOAL16","Goal: Influencing the political structure","GOAL16.notimportant",0.420540732882173,318,"CSS","College Senior Survey"
"GOAL16","Goal: Influencing the political structure","GOAL16.somewhatimportant",0.374121127855717,318,"CSS","College Senior Survey"
"GOAL16","Goal: Influencing the political structure","GOAL16.veryimportant",0.148800384825741,318,"CSS","College Senior Survey"
"GOAL18","Goal: Keeping up to date with political affairs","GOAL18.essential",0.123131623220077,318,"CSS","College Senior Survey"
"GOAL18","Goal: Keeping up to date with political affairs","GOAL18.notimportant",0.169672372825503,318,"CSS","College Senior Survey"
"GOAL18","Goal: Keeping up to date with political affairs","GOAL18.somewhatimportant",0.404693272282637,318,"CSS","College Senior Survey"
"GOAL18","Goal: Keeping up to date with political affairs","GOAL18.veryimportant",0.302502731671783,318,"CSS","College Senior Survey"
"GOAL19","Goal: Making a theoretical contribution to science","GOAL19.essential",0.0407101114410872,318,"CSS","College Senior Survey"
"GOAL19","Goal: Making a theoretical contribution to science","GOAL19.notimportant",0.608153229022806,318,"CSS","College Senior Survey"
"GOAL19","Goal: Making a theoretical contribution to science","GOAL19.somewhatimportant",0.246511903859402,318,"CSS","College Senior Survey"
"GOAL19","Goal: Making a theoretical contribution to science","GOAL19.veryimportant",0.104624755676705,318,"CSS","College Senior Survey"
"GOAL20","Goal: Obtaining recognition from my colleagues for contributions to my special field","GOAL20.essential",0.141366823583632,318,"CSS","College Senior Survey"
"GOAL20","Goal: Obtaining recognition from my colleagues for contributions to my special field","GOAL20.notimportant",0.126882180597162,318,"CSS","College Senior Survey"
"GOAL20","Goal: Obtaining recognition from my colleagues for contributions to my special field","GOAL20.somewhatimportant",0.365039338973566,318,"CSS","College Senior Survey"
"GOAL20","Goal: Obtaining recognition from my colleagues for contributions to my special field","GOAL20.veryimportant",0.36671165684564,318,"CSS","College Senior Survey"
"GOAL21","Goal: Participating in a community action program","GOAL21.essential",0.0711320150217498,318,"CSS","College Senior Survey"
"GOAL21","Goal: Participating in a community action program","GOAL21.notimportant",0.249754757052593,318,"CSS","College Senior Survey"
"GOAL21","Goal: Participating in a community action program","GOAL21.somewhatimportant",0.452185056860032,318,"CSS","College Senior Survey"
"GOAL21","Goal: Participating in a community action program","GOAL21.veryimportant",0.226928171065626,318,"CSS","College Senior Survey"
"GOAL22","Goal: Raising a family","GOAL22.essential",0.450535450334636,318,"CSS","College Senior Survey"
"GOAL22","Goal: Raising a family","GOAL22.notimportant",0.0704331995667675,318,"CSS","College Senior Survey"
"GOAL22","Goal: Raising a family","GOAL22.somewhatimportant",0.153863373748613,318,"CSS","College Senior Survey"
"GOAL22","Goal: Raising a family","GOAL22.veryimportant",0.325167976349983,318,"CSS","College Senior Survey"
"GOAL24","Goal: Writing original works (poems, novels, etc.)","GOAL24.essential",0.0692063638490151,318,"CSS","College Senior Survey"
"GOAL24","Goal: Writing original works (poems, novels, etc.)","GOAL24.notimportant",0.58161217947662,318,"CSS","College Senior Survey"
"GOAL24","Goal: Writing original works (poems, novels, etc.)","GOAL24.somewhatimportant",0.239813921002085,318,"CSS","College Senior Survey"
"GOAL24","Goal: Writing original works (poems, novels, etc.)","GOAL24.veryimportant",0.10936753567228,318,"CSS","College Senior Survey"
"HPW01","Hours per Week: Attending Classes/Labs","HPW01.hours0",0.00648167988000857,165,"CSS","College Senior Survey"
"HPW01","Hours per Week: Attending Classes/Labs","HPW01.hours0to1",0.00394614670380687,165,"CSS","College Senior Survey"
"HPW01","Hours per Week: Attending Classes/Labs","HPW01.hours11to15",0.345618170130705,165,"CSS","College Senior Survey"
"HPW01","Hours per Week: Attending Classes/Labs","HPW01.hours16to20",0.219037925862438,165,"CSS","College Senior Survey"
"HPW01","Hours per Week: Attending Classes/Labs","HPW01.hours1to2",0.014248982215556,165,"CSS","College Senior Survey"
"HPW01","Hours per Week: Attending Classes/Labs","HPW01.hours21plus",0.085833154774659,165,"CSS","College Senior Survey"
"HPW01","Hours per Week: Attending Classes/Labs","HPW01.hours3to5",0.0814584672523391,165,"CSS","College Senior Survey"
"HPW01","Hours per Week: Attending Classes/Labs","HPW01.hours6to10",0.243375473180487,165,"CSS","College Senior Survey"
"HPW03","Hours per Week: Classes/labs","HPW03.hours0",0.0238972214403474,301,"CSS","College Senior Survey"
"HPW03","Hours per Week: Classes/labs","HPW03.hours0to1",0.011049901483775,301,"CSS","College Senior Survey"
"HPW03","Hours per Week: Classes/labs","HPW03.hours11to15",0.328895411958663,301,"CSS","College Senior Survey"
"HPW03","Hours per Week: Classes/labs","HPW03.hours16to20",0.226973340303189,301,"CSS","College Senior Survey"
"HPW03","Hours per Week: Classes/labs","HPW03.hours1to2",0.0244239816639189,301,"CSS","College Senior Survey"
"HPW03","Hours per Week: Classes/labs","HPW03.hours21plus",0.113173026659697,301,"CSS","College Senior Survey"
"HPW03","Hours per Week: Classes/labs","HPW03.hours3to5",0.0788009168040532,301,"CSS","College Senior Survey"
"HPW03","Hours per Week: Classes/labs","HPW03.hours6to10",0.192786199686357,301,"CSS","College Senior Survey"
"HPW04","Hours per Week: Participating in student clubs/groups","HPW04.hours0",0.331123864012978,196,"CSS","College Senior Survey"
"HPW04","Hours per Week: Participating in student clubs/groups","HPW04.hours0to1",0.143365486926337,196,"CSS","College Senior Survey"
"HPW04","Hours per Week: Participating in student clubs/groups","HPW04.hours11to15",0.0318512445708106,196,"CSS","College Senior Survey"
"HPW04","Hours per Week: Participating in student clubs/groups","HPW04.hours16to20",0.0165012471872874,196,"CSS","College Senior Survey"
"HPW04","Hours per Week: Participating in student clubs/groups","HPW04.hours1to2",0.213155645484833,196,"CSS","College Senior Survey"
"HPW04","Hours per Week: Participating in student clubs/groups","HPW04.hours21plus",0.0209318146138952,196,"CSS","College Senior Survey"
"HPW04","Hours per Week: Participating in student clubs/groups","HPW04.hours3to5",0.165570653595911,196,"CSS","College Senior Survey"
"HPW04","Hours per Week: Participating in student clubs/groups","HPW04.hours6to10",0.0775000436079471,196,"CSS","College Senior Survey"
"HPW05","Hours per Week: Commuting","HPW05.hours0",0.386018606791808,318,"CSS","College Senior Survey"
"HPW05","Hours per Week: Commuting","HPW05.hours0to1",0.190673592162793,318,"CSS","College Senior Survey"
"HPW05","Hours per Week: Commuting","HPW05.hours11to15",0.0254577731023374,318,"CSS","College Senior Survey"
"HPW05","Hours per Week: Commuting","HPW05.hours16to20",0.00886945658963148,318,"CSS","College Senior Survey"
"HPW05","Hours per Week: Commuting","HPW05.hours1to2",0.161790328413163,318,"CSS","College Senior Survey"
"HPW05","Hours per Week: Commuting","HPW05.hours21plus",0.0152338998652158,318,"CSS","College Senior Survey"
"HPW05","Hours per Week: Commuting","HPW05.hours3to5",0.133633584272987,318,"CSS","College Senior Survey"
"HPW05","Hours per Week: Commuting","HPW05.hours6to10",0.0783227588020645,318,"CSS","College Senior Survey"
"HPW08","Hours per Week: Performing household/childcare duties","HPW08.hours0",0.367291812626302,299,"CSS","College Senior Survey"
"HPW08","Hours per Week: Performing household/childcare duties","HPW08.hours0to1",0.196594972643958,299,"CSS","College Senior Survey"
"HPW08","Hours per Week: Performing household/childcare duties","HPW08.hours11to15",0.0139554284834912,299,"CSS","College Senior Survey"
"HPW08","Hours per Week: Performing household/childcare duties","HPW08.hours16to20",0.00773501694819159,299,"CSS","College Senior Survey"
"HPW08","Hours per Week: Performing household/childcare duties","HPW08.hours1to2",0.232941452806272,299,"CSS","College Senior Survey"
"HPW08","Hours per Week: Performing household/childcare duties","HPW08.hours21plus",0.0271373552721633,299,"CSS","College Senior Survey"
"HPW08","Hours per Week: Performing household/childcare duties","HPW08.hours3to5",0.115883513074608,299,"CSS","College Senior Survey"
"HPW08","Hours per Week: Performing household/childcare duties","HPW08.hours6to10",0.0384604481450133,299,"CSS","College Senior Survey"
"HPW10","Hours per Week: Partying","HPW10.hours0",0.209712828691535,318,"CSS","College Senior Survey"
"HPW10","Hours per Week: Partying","HPW10.hours0to1",0.136628698753983,318,"CSS","College Senior Survey"
"HPW10","Hours per Week: Partying","HPW10.hours11to15",0.0647587544424427,318,"CSS","College Senior Survey"
"HPW10","Hours per Week: Partying","HPW10.hours16to20",0.029872247982647,318,"CSS","College Senior Survey"
"HPW10","Hours per Week: Partying","HPW10.hours1to2",0.163606590730841,318,"CSS","College Senior Survey"
"HPW10","Hours per Week: Partying","HPW10.hours21plus",0.0302233773393583,318,"CSS","College Senior Survey"
"HPW10","Hours per Week: Partying","HPW10.hours3to5",0.213726204422917,318,"CSS","College Senior Survey"
"HPW10","Hours per Week: Partying","HPW10.hours6to10",0.151471297636276,318,"CSS","College Senior Survey"
"HPW13","Hours per Week: Reading for pleasure","HPW13.hours0",0.280673409059626,318,"CSS","College Senior Survey"
"HPW13","Hours per Week: Reading for pleasure","HPW13.hours0to1",0.287342610131942,318,"CSS","College Senior Survey"
"HPW13","Hours per Week: Reading for pleasure","HPW13.hours11to15",0.011483479389383,318,"CSS","College Senior Survey"
"HPW13","Hours per Week: Reading for pleasure","HPW13.hours16to20",0.00448983069733298,318,"CSS","College Senior Survey"
"HPW13","Hours per Week: Reading for pleasure","HPW13.hours1to2",0.249791894708554,318,"CSS","College Senior Survey"
"HPW13","Hours per Week: Reading for pleasure","HPW13.hours21plus",0.00534191535522098,318,"CSS","College Senior Survey"
"HPW13","Hours per Week: Reading for pleasure","HPW13.hours3to5",0.121628530416145,318,"CSS","College Senior Survey"
"HPW13","Hours per Week: Reading for pleasure","HPW13.hours6to10",0.0392483302417954,318,"CSS","College Senior Survey"
"HPW15","Hours per Week: Socializing with friends in person","HPW15.hours0",0.00450485921084579,318,"CSS","College Senior Survey"
"HPW15","Hours per Week: Socializing with friends in person","HPW15.hours0to1",0.0177635162181494,318,"CSS","College Senior Survey"
"HPW15","Hours per Week: Socializing with friends in person","HPW15.hours11to15",0.183393376249254,318,"CSS","College Senior Survey"
"HPW15","Hours per Week: Socializing with friends in person","HPW15.hours16to20",0.120167857681884,318,"CSS","College Senior Survey"
"HPW15","Hours per Week: Socializing with friends in person","HPW15.hours1to2",0.0684620482836913,318,"CSS","College Senior Survey"
"HPW15","Hours per Week: Socializing with friends in person","HPW15.hours21plus",0.170000196862019,318,"CSS","College Senior Survey"
"HPW15","Hours per Week: Socializing with friends in person","HPW15.hours3to5",0.179574253072688,318,"CSS","College Senior Survey"
"HPW15","Hours per Week: Socializing with friends in person","HPW15.hours6to10",0.256133892421468,318,"CSS","College Senior Survey"
"HPW16","Hours per Week: Working with classmates on group projects","HPW16.hours0",0.407818080832242,299,"CSS","College Senior Survey"
"HPW16","Hours per Week: Working with classmates on group projects","HPW16.hours0to1",0.142139552986106,299,"CSS","College Senior Survey"
"HPW16","Hours per Week: Working with classmates on group projects","HPW16.hours11to15",0.0211182239447983,299,"CSS","College Senior Survey"
"HPW16","Hours per Week: Working with classmates on group projects","HPW16.hours16to20",0.00925974726241491,299,"CSS","College Senior Survey"
"HPW16","Hours per Week: Working with classmates on group projects","HPW16.hours1to2",0.203933365496495,299,"CSS","College Senior Survey"
"HPW16","Hours per Week: Working with classmates on group projects","HPW16.hours21plus",0.0126652585147917,299,"CSS","College Senior Survey"
"HPW16","Hours per Week: Working with classmates on group projects","HPW16.hours3to5",0.143761225011048,299,"CSS","College Senior Survey"
"HPW16","Hours per Week: Working with classmates on group projects","HPW16.hours6to10",0.0593045459521039,299,"CSS","College Senior Survey"
"HPW17","Hours per Week: Studying/homework","HPW17.hours0",0.00426619765735077,318,"CSS","College Senior Survey"
"HPW17","Hours per Week: Studying/homework","HPW17.hours0to1",0.0118701637500695,318,"CSS","College Senior Survey"
"HPW17","Hours per Week: Studying/homework","HPW17.hours11to15",0.191383915290641,318,"CSS","College Senior Survey"
"HPW17","Hours per Week: Studying/homework","HPW17.hours16to20",0.12540659642424,318,"CSS","College Senior Survey"
"HPW17","Hours per Week: Studying/homework","HPW17.hours1to2",0.0591873629014067,318,"CSS","College Senior Survey"
"HPW17","Hours per Week: Studying/homework","HPW17.hours21plus",0.118194924368979,318,"CSS","College Senior Survey"
"HPW17","Hours per Week: Studying/homework","HPW17.hours3to5",0.208876960244268,318,"CSS","College Senior Survey"
"HPW17","Hours per Week: Studying/homework","HPW17.hours6to10",0.280813879363045,318,"CSS","College Senior Survey"
"HPW19","Hours per Week: Talking with faculty during office hours","HPW19.hours0",0.13179260601941,98,"CSS","College Senior Survey"
"HPW19","Hours per Week: Talking with faculty during office hours","HPW19.hours0to1",0.47547298062762,98,"CSS","College Senior Survey"
"HPW19","Hours per Week: Talking with faculty during office hours","HPW19.hours11to15",0.00441826215022091,98,"CSS","College Senior Survey"
"HPW19","Hours per Week: Talking with faculty during office hours","HPW19.hours16to20",0.00113288773082588,98,"CSS","College Senior Survey"
"HPW19","Hours per Week: Talking with faculty during office hours","HPW19.hours1to2",0.295155016804501,98,"CSS","College Senior Survey"
"HPW19","Hours per Week: Talking with faculty during office hours","HPW19.hours21plus",0.00132170235263019,98,"CSS","College Senior Survey"
"HPW19","Hours per Week: Talking with faculty during office hours","HPW19.hours3to5",0.074695064385786,98,"CSS","College Senior Survey"
"HPW19","Hours per Week: Talking with faculty during office hours","HPW19.hours6to10",0.0160114799290057,98,"CSS","College Senior Survey"
"HPW20","Hours per Week: Talking with faculty outside class","HPW20.hours0",0.0852586245569961,268,"CSS","College Senior Survey"
"HPW20","Hours per Week: Talking with faculty outside class","HPW20.hours0to1",0.437457942667444,268,"CSS","College Senior Survey"
"HPW20","Hours per Week: Talking with faculty outside class","HPW20.hours11to15",0.00517024808218564,268,"CSS","College Senior Survey"
"HPW20","Hours per Week: Talking with faculty outside class","HPW20.hours16to20",0.00177201561168184,268,"CSS","College Senior Survey"
"HPW20","Hours per Week: Talking with faculty outside class","HPW20.hours1to2",0.342329864070701,268,"CSS","College Senior Survey"
"HPW20","Hours per Week: Talking with faculty outside class","HPW20.hours21plus",0.00181687676640797,268,"CSS","College Senior Survey"
"HPW20","Hours per Week: Talking with faculty outside class","HPW20.hours3to5",0.105816248710242,268,"CSS","College Senior Survey"
"HPW20","Hours per Week: Talking with faculty outside class","HPW20.hours6to10",0.0203781795343412,268,"CSS","College Senior Survey"
"HPW21","Hours per Week: Talking with faculty outside of class or office hours","HPW21.hours0",0.240007562866326,98,"CSS","College Senior Survey"
"HPW21","Hours per Week: Talking with faculty outside of class or office hours","HPW21.hours0to1",0.482132728304027,98,"CSS","College Senior Survey"
"HPW21","Hours per Week: Talking with faculty outside of class or office hours","HPW21.hours11to15",0.00480242011722443,98,"CSS","College Senior Survey"
"HPW21","Hours per Week: Talking with faculty outside of class or office hours","HPW21.hours16to20",0.00105880128568728,98,"CSS","College Senior Survey"
"HPW21","Hours per Week: Talking with faculty outside of class or office hours","HPW21.hours1to2",0.20782756664776,98,"CSS","College Senior Survey"
"HPW21","Hours per Week: Talking with faculty outside of class or office hours","HPW21.hours21plus",0.00139913027037247,98,"CSS","College Senior Survey"
"HPW21","Hours per Week: Talking with faculty outside of class or office hours","HPW21.hours3to5",0.0495367744375118,98,"CSS","College Senior Survey"
"HPW21","Hours per Week: Talking with faculty outside of class or office hours","HPW21.hours6to10",0.0132350160710909,98,"CSS","College Senior Survey"
"HPW23","Hours per Week: Volunteer work","HPW23.hours0",0.372130646581942,309,"CSS","College Senior Survey"
"HPW23","Hours per Week: Volunteer work","HPW23.hours0to1",0.250719922345455,309,"CSS","College Senior Survey"
"HPW23","Hours per Week: Volunteer work","HPW23.hours11to15",0.0148909780518056,309,"CSS","College Senior Survey"
"HPW23","Hours per Week: Volunteer work","HPW23.hours16to20",0.00759288885693229,309,"CSS","College Senior Survey"
"HPW23","Hours per Week: Volunteer work","HPW23.hours1to2",0.201682515144434,309,"CSS","College Senior Survey"
"HPW23","Hours per Week: Volunteer work","HPW23.hours21plus",0.00916395534863655,309,"CSS","College Senior Survey"
"HPW23","Hours per Week: Volunteer work","HPW23.hours3to5",0.102489619097266,309,"CSS","College Senior Survey"
"HPW23","Hours per Week: Volunteer work","HPW23.hours6to10",0.0413294745735291,309,"CSS","College Senior Survey"
"HPW25","Hours per Week: Working (for pay)","HPW25.hours0",0.205721156434506,309,"CSS","College Senior Survey"
"HPW25","Hours per Week: Working (for pay)","HPW25.hours0to1",0.0223283024962762,309,"CSS","College Senior Survey"
"HPW25","Hours per Week: Working (for pay)","HPW25.hours11to15",0.137544640453673,309,"CSS","College Senior Survey"
"HPW25","Hours per Week: Working (for pay)","HPW25.hours16to20",0.128815749331515,309,"CSS","College Senior Survey"
"HPW25","Hours per Week: Working (for pay)","HPW25.hours1to2",0.0347361053783895,309,"CSS","College Senior Survey"
"HPW25","Hours per Week: Working (for pay)","HPW25.hours21plus",0.207293218240224,309,"CSS","College Senior Survey"
"HPW25","Hours per Week: Working (for pay)","HPW25.hours3to5",0.0840550580550222,309,"CSS","College Senior Survey"
"HPW25","Hours per Week: Working (for pay)","HPW25.hours6to10",0.179505769610394,309,"CSS","College Senior Survey"
"HPW26","Hours per Week: Working (for pay) off campus","HPW26.hours0",0.512399514636736,98,"CSS","College Senior Survey"
"HPW26","Hours per Week: Working (for pay) off campus","HPW26.hours0to1",0.0190732595176703,98,"CSS","College Senior Survey"
"HPW26","Hours per Week: Working (for pay) off campus","HPW26.hours11to15",0.0732974366752616,98,"CSS","College Senior Survey"
"HPW26","Hours per Week: Working (for pay) off campus","HPW26.hours16to20",0.0759138480206279,98,"CSS","College Senior Survey"
"HPW26","Hours per Week: Working (for pay) off campus","HPW26.hours1to2",0.0317382071894433,98,"CSS","College Senior Survey"
"HPW26","Hours per Week: Working (for pay) off campus","HPW26.hours21plus",0.146632792355529,98,"CSS","College Senior Survey"
"HPW26","Hours per Week: Working (for pay) off campus","HPW26.hours3to5",0.0548688002426816,98,"CSS","College Senior Survey"
"HPW26","Hours per Week: Working (for pay) off campus","HPW26.hours6to10",0.0860761413620507,98,"CSS","College Senior Survey"
"HPW27","Hours per Week: Working (for pay) on campus","HPW27.hours0",0.570378787878788,98,"CSS","College Senior Survey"
"HPW27","Hours per Week: Working (for pay) on campus","HPW27.hours0to1",0.01875,98,"CSS","College Senior Survey"
"HPW27","Hours per Week: Working (for pay) on campus","HPW27.hours11to15",0.0717424242424242,98,"CSS","College Senior Survey"
"HPW27","Hours per Week: Working (for pay) on campus","HPW27.hours16to20",0.0332954545454545,98,"CSS","College Senior Survey"
"HPW27","Hours per Week: Working (for pay) on campus","HPW27.hours1to2",0.0398484848484848,98,"CSS","College Senior Survey"
"HPW27","Hours per Week: Working (for pay) on campus","HPW27.hours21plus",0.0228787878787879,98,"CSS","College Senior Survey"
"HPW27","Hours per Week: Working (for pay) on campus","HPW27.hours3to5",0.0887878787878788,98,"CSS","College Senior Survey"
"HPW27","Hours per Week: Working (for pay) on campus","HPW27.hours6to10",0.154318181818182,98,"CSS","College Senior Survey"
"MAJOR1A_9415","Primary undergraduate major 1 aggregated (1994-2015)","MAJOR1A_9415.business",0.193663710521638,318,"CSS","College Senior Survey"
"NATENGSP","Is English your native language?","NATENGSP.no",0.0764024206050185,318,"CSS","College Senior Survey"
"NATENGSP","Is English your native language?","NATENGSP.yes",0.923597579394982,318,"CSS","College Senior Survey"
"PLANS02","Plans: Attending graduate or professional school","PLANS02.no",0.770845796105826,318,"CSS","College Senior Survey"
"PLANS02","Plans: Attending graduate or professional school","PLANS02.yes",0.229154203894174,318,"CSS","College Senior Survey"
"PLANS07","Plans: Participating in a community service organization","PLANS07.no",0.904161032307186,299,"CSS","College Senior Survey"
"PLANS07","Plans: Participating in a community service organization","PLANS07.yes",0.0958389676928141,299,"CSS","College Senior Survey"
"PLANS08","Plans: Participating in a community service organization (e.g., AmeriCorps, Peace Corps. etc.)","PLANS08.no",0.960104164893708,197,"CSS","College Senior Survey"
"PLANS08","Plans: Participating in a community service organization (e.g., AmeriCorps, Peace Corps. etc.)","PLANS08.yes",0.0398958351062924,197,"CSS","College Senior Survey"
"PLANS14","Plans: Working for a government agency","PLANS14.no",0.971760148442332,246,"CSS","College Senior Survey"
"PLANS14","Plans: Working for a government agency","PLANS14.yes",0.0282398515576679,246,"CSS","College Senior Survey"
"PLANS15","Plans: Working for a non-profit organization","PLANS15.no",0.945001464891435,246,"CSS","College Senior Survey"
"PLANS15","Plans: Working for a non-profit organization","PLANS15.yes",0.0549985351085647,246,"CSS","College Senior Survey"
"PLANS19","Plans: Working in private industry","PLANS19.no",0.914166085136078,197,"CSS","College Senior Survey"
"PLANS19","Plans: Working in private industry","PLANS19.yes",0.0858339148639218,197,"CSS","College Senior Survey"
"POLIVIEW","How would you characterize your political views?","POLIVIEW.conservative",0.253557193139021,318,"CSS","College Senior Survey"
"POLIVIEW","How would you characterize your political views?","POLIVIEW.farleft",0.027874808113031,318,"CSS","College Senior Survey"
"POLIVIEW","How would you characterize your political views?","POLIVIEW.farright",0.0112218496405345,318,"CSS","College Senior Survey"
"POLIVIEW","How would you characterize your political views?","POLIVIEW.liberal",0.268411991728465,318,"CSS","College Senior Survey"
"POLIVIEW","How would you characterize your political views?","POLIVIEW.middleoftheroad",0.438934157378949,318,"CSS","College Senior Survey"
"RACE1","White/Caucasian","RACE1.no",0.172020480348915,318,"CSS","College Senior Survey"
"RACE1","White/Caucasian","RACE1.yes",0.827979519651085,318,"CSS","College Senior Survey"
"RACE2","African American/Black","RACE2.no",0.946040389244861,318,"CSS","College Senior Survey"
"RACE2","African American/Black","RACE2.yes",0.053959610755139,318,"CSS","College Senior Survey"
"RACE3","American Indian/Alaska Native","RACE3.no",0.98216672632986,318,"CSS","College Senior Survey"
"RACE3","American Indian/Alaska Native","RACE3.yes",0.0178332736701403,318,"CSS","College Senior Survey"
"RACE4","Asian","RACE4.no",0.940483501758696,318,"CSS","College Senior Survey"
"RACE4","Asian","RACE4.yes",0.0595164982413042,318,"CSS","College Senior Survey"
"RACE5","Native Hawaiian/Pacific Islander","RACE5.no",0.992104241273676,209,"CSS","College Senior Survey"
"RACE5","Native Hawaiian/Pacific Islander","RACE5.yes",0.00789575872632351,209,"CSS","College Senior Survey"
"RACE6","Mexican American/Chicana/o/x","RACE6.no",0.972882257699015,318,"CSS","College Senior Survey"
"RACE6","Mexican American/Chicana/o/x","RACE6.yes",0.0271177423009849,318,"CSS","College Senior Survey"
"RACE7","Puerto Rican","RACE7.no",0.990708962944231,318,"CSS","College Senior Survey"
"RACE7","Puerto Rican","RACE7.yes",0.00929103705576921,318,"CSS","College Senior Survey"
"RACE8","Other Latina/o/x","RACE8.no",0.977345502435244,318,"CSS","College Senior Survey"
"RACE8","Other Latina/o/x","RACE8.yes",0.0226544975647565,318,"CSS","College Senior Survey"
"RACE9","Other","RACE9.no",0.962707767490894,318,"CSS","College Senior Survey"
"RACE9","Other","RACE9.yes",0.0372922325091055,318,"CSS","College Senior Survey"
"RACEGROUP","Race/Ethnicity Group","RACEGROUP.no",0.00246604259348767,318,"CSS","College Senior Survey"
"RACEGROUP","Race/Ethnicity Group","RACEGROUP.yes",0.0517408616681627,318,"CSS","College Senior Survey"
"RATE01","Self Rating: Academic ability","RATE01.aboveaverage",0.523288967139235,318,"CSS","College Senior Survey"
"RATE01","Self Rating: Academic ability","RATE01.average",0.23734052477368,318,"CSS","College Senior Survey"
"RATE01","Self Rating: Academic ability","RATE01.belowaverage",0.00840899236621162,318,"CSS","College Senior Survey"
"RATE01","Self Rating: Academic ability","RATE01.highest10pct",0.229831557371664,318,"CSS","College Senior Survey"
"RATE01","Self Rating: Academic ability","RATE01.lowest10pct",0.00112995834920969,318,"CSS","College Senior Survey"
"RATE02","Self Rating: Artistic ability","RATE02.aboveaverage",0.232403923566042,318,"CSS","College Senior Survey"
"RATE02","Self Rating: Artistic ability","RATE02.average",0.353919458455876,318,"CSS","College Senior Survey"
"RATE02","Self Rating: Artistic ability","RATE02.belowaverage",0.269559502489197,318,"CSS","College Senior Survey"
"RATE02","Self Rating: Artistic ability","RATE02.highest10pct",0.0709232210045512,318,"CSS","College Senior Survey"
"RATE02","Self Rating: Artistic ability","RATE02.lowest10pct",0.0731938944843337,318,"CSS","College Senior Survey"
"RATE04","Self Rating: Competitiveness","RATE04.aboveaverage",0.374406835359842,318,"CSS","College Senior Survey"
"RATE04","Self Rating: Competitiveness","RATE04.average",0.338885967794939,318,"CSS","College Senior Survey"
"RATE04","Self Rating: Competitiveness","RATE04.belowaverage",0.0837890239894841,318,"CSS","College Senior Survey"
"RATE04","Self Rating: Competitiveness","RATE04.highest10pct",0.189612224778179,318,"CSS","College Senior Survey"
"RATE04","Self Rating: Competitiveness","RATE04.lowest10pct",0.013305948077555,318,"CSS","College Senior Survey"
"RATE06","Self Rating: Cooperativeness","RATE06.aboveaverage",0.525309779808201,318,"CSS","College Senior Survey"
