"Name","Description","Summary","Label_rank","wtdprop","Survey","Survey_Name","Label","Group","Group_rev"
"SATIS27","How satisfied are you with the overall college experience?","SATIS27.dissatisfied",2,0.033168563,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction"
"SATIS27","How satisfied are you with the overall college experience?","SATIS27.neutral",3,0.126369365,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction"
"SATIS27","How satisfied are you with the overall college experience?","SATIS27.satisfied",4,0.531662038,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS27","How satisfied are you with the overall college experience?","SATIS27.verysatisfied",5,0.30649825,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS28","How satisfied are you with the overall quality of instruction?","SATIS28.cantrate",1,0.001863999,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction"
"SATIS28","How satisfied are you with the overall quality of instruction?","SATIS28.dissatisfied",2,0.03217006,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction"
"SATIS28","How satisfied are you with the overall quality of instruction?","SATIS28.neutral",3,0.140067775,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction"
"SATIS28","How satisfied are you with the overall quality of instruction?","SATIS28.satisfied",4,0.570698071,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS28","How satisfied are you with the overall quality of instruction?","SATIS28.verysatisfied",5,0.255200094,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS30","How satisfied are you with the recreational facilities?","SATIS30.cantrate",1,0.086374399,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction"
"SATIS30","How satisfied are you with the recreational facilities?","SATIS30.dissatisfied",2,0.124554536,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction"
"SATIS30","How satisfied are you with the recreational facilities?","SATIS30.neutral",3,0.221180182,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction"
"SATIS30","How satisfied are you with the recreational facilities?","SATIS30.satisfied",4,0.403166443,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS30","How satisfied are you with the recreational facilities?","SATIS30.verysatisfied",5,0.16472444,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS31","How satisfied are you with the relevance of coursework to everyday life?","SATIS31.cantrate",1,0.007440476,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction"
"SATIS31","How satisfied are you with the relevance of coursework to everyday life?","SATIS31.dissatisfied",2,0.085645769,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction"
"SATIS31","How satisfied are you with the relevance of coursework to everyday life?","SATIS31.neutral",3,0.262975334,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction"
"SATIS31","How satisfied are you with the relevance of coursework to everyday life?","SATIS31.satisfied",4,0.493622959,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS31","How satisfied are you with the relevance of coursework to everyday life?","SATIS31.verysatisfied",5,0.150315462,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS32","How satisfied are you with the science and mathematics courses?","SATIS32.cantrate",1,0.060235038,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction"
"SATIS32","How satisfied are you with the science and mathematics courses?","SATIS32.dissatisfied",2,0.094884924,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction"
"SATIS32","How satisfied are you with the science and mathematics courses?","SATIS32.neutral",3,0.264776199,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction"
"SATIS32","How satisfied are you with the science and mathematics courses?","SATIS32.satisfied",4,0.439058154,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS32","How satisfied are you with the science and mathematics courses?","SATIS32.verysatisfied",5,0.141045685,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS33","How satisfied are you with the sense of community on campus?","SATIS33.cantrate",1,0.024337501,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction"
"SATIS33","How satisfied are you with the sense of community on campus?","SATIS33.dissatisfied",2,0.14233274,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction"
"SATIS33","How satisfied are you with the sense of community on campus?","SATIS33.neutral",3,0.263948759,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction"
"SATIS33","How satisfied are you with the sense of community on campus?","SATIS33.satisfied",4,0.379592099,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS33","How satisfied are you with the sense of community on campus?","SATIS33.verysatisfied",5,0.189788901,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS34","How satisfied are you with the social science courses?","SATIS34.cantrate",1,0.085938857,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction"
"SATIS34","How satisfied are you with the social science courses?","SATIS34.dissatisfied",2,0.039470279,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction"
"SATIS34","How satisfied are you with the social science courses?","SATIS34.neutral",3,0.232313403,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction"
"SATIS34","How satisfied are you with the social science courses?","SATIS34.satisfied",4,0.457553151,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS34","How satisfied are you with the social science courses?","SATIS34.verysatisfied",5,0.184724311,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS35","How satisfied are you with the student housing?","SATIS35.cantrate",1,0.167104795,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction"
"SATIS35","How satisfied are you with the student housing?","SATIS35.dissatisfied",2,0.161569685,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction"
"SATIS35","How satisfied are you with the student housing?","SATIS35.neutral",3,0.218801739,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction"
"SATIS35","How satisfied are you with the student housing?","SATIS35.satisfied",4,0.3573101,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS35","How satisfied are you with the student housing?","SATIS35.verysatisfied",5,0.095213681,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS36","How satisfied are you with the tutorial help or other academic assistance?","SATIS36.cantrate",1,0.247150772,"CSS","College Senior Survey","Cant rate","College Satisfaction","College Success and Satisfaction"
"SATIS36","How satisfied are you with the tutorial help or other academic assistance?","SATIS36.dissatisfied",2,0.0429694,"CSS","College Senior Survey","Dissatisfied","College Satisfaction","College Success and Satisfaction"
"SATIS36","How satisfied are you with the tutorial help or other academic assistance?","SATIS36.neutral",3,0.2821185,"CSS","College Senior Survey","Neutral","College Satisfaction","College Success and Satisfaction"
"SATIS36","How satisfied are you with the tutorial help or other academic assistance?","SATIS36.satisfied",4,0.32125846,"CSS","College Senior Survey","Satisfied","College Satisfaction","College Success and Satisfaction"
"SATIS36","How satisfied are you with the tutorial help or other academic assistance?","SATIS36.verysatisfied",5,0.106502868,"CSS","College Senior Survey","Very satisfied","College Satisfaction","College Success and Satisfaction"
"FACPRV01","Has the faculty provided a letter of recommendation?","FACPRV01.notatall",1,0.283259332,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV01","Has the faculty provided a letter of recommendation?","FACPRV01.occasionally",2,0.448915827,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV01","Has the faculty provided a letter of recommendation?","FACPRV01.frequently",3,0.267824841,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV02","Has the faculty provided advice and guidance about your educational program?","FACPRV02.notatall",1,0.128798791,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV02","Has the faculty provided advice and guidance about your educational program?","FACPRV02.occasionally",2,0.557132568,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV02","Has the faculty provided advice and guidance about your educational program?","FACPRV02.frequently",3,0.31406864,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV05","Has the faculty provided an opportunity to publish?","FACPRV05.notatall",1,0.697937114,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV05","Has the faculty provided an opportunity to publish?","FACPRV05.occasionally",2,0.24518758,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV05","Has the faculty provided an opportunity to publish?","FACPRV05.frequently",3,0.056875306,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV06","Has the faculty provided an opportunity to work on a research project?","FACPRV06.notatall",1,0.325061307,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV06","Has the faculty provided an opportunity to work on a research project?","FACPRV06.occasionally",2,0.449063481,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV06","Has the faculty provided an opportunity to work on a research project?","FACPRV06.frequently",3,0.225875212,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV07","Has the faculty provided assistance to improve your study skills?","FACPRV07.notatall",1,0.339669858,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV07","Has the faculty provided assistance to improve your study skills?","FACPRV07.occasionally",2,0.502206818,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV07","Has the faculty provided assistance to improve your study skills?","FACPRV07.frequently",3,0.158123323,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV08","Has the faculty provided emotional support and encouragement?","FACPRV08.notatall",1,0.194236408,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV08","Has the faculty provided emotional support and encouragement?","FACPRV08.occasionally",2,0.533388665,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV08","Has the faculty provided emotional support and encouragement?","FACPRV08.frequently",3,0.272374927,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV04","Has the faculty provided encouragement to discuss coursework outside of class?","FACPRV04.notatall",1,0.069006965,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV04","Has the faculty provided encouragement to discuss coursework outside of class?","FACPRV04.occasionally",2,0.483264098,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV04","Has the faculty provided encouragement to discuss coursework outside of class?","FACPRV04.frequently",3,0.447728937,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV09","Has the faculty provided encouragement to pursue graduate/professional school?","FACPRV09.notatall",1,0.348992535,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV09","Has the faculty provided encouragement to pursue graduate/professional school?","FACPRV09.occasionally",2,0.448897121,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV09","Has the faculty provided encouragement to pursue graduate/professional school?","FACPRV09.frequently",3,0.202110344,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV10","Has the faculty provided encouragement to pursue graduate/professional study?","FACPRV10.notatall",1,0.223437313,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV10","Has the faculty provided encouragement to pursue graduate/professional study?","FACPRV10.occasionally",2,0.454248431,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV10","Has the faculty provided encouragement to pursue graduate/professional study?","FACPRV10.frequently",3,0.322314256,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV13","Has the faculty provided help in achieving your professional goals?","FACPRV13.notatall",1,0.17855911,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV13","Has the faculty provided help in achieving your professional goals?","FACPRV13.occasionally",2,0.518891219,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV13","Has the faculty provided help in achieving your professional goals?","FACPRV13.frequently",3,0.302549671,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV15","Has the faculty provided honest feedback about your skills and abilities?","FACPRV15.notatall",1,0.082865014,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV15","Has the faculty provided honest feedback about your skills and abilities?","FACPRV15.occasionally",2,0.499283747,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV15","Has the faculty provided honest feedback about your skills and abilities?","FACPRV15.frequently",3,0.41785124,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV16","Has the faculty provided intellectual challenge and stimulation?","FACPRV16.notatall",1,0.051938425,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV16","Has the faculty provided intellectual challenge and stimulation?","FACPRV16.occasionally",2,0.470187273,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV16","Has the faculty provided intellectual challenge and stimulation?","FACPRV16.frequently",3,0.477874301,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV17","Has the faculty provided negative feedback about your abilities and skills?","FACPRV17.notatall",1,0.479700682,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV17","Has the faculty provided negative feedback about your abilities and skills?","FACPRV17.occasionally",2,0.460291763,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV17","Has the faculty provided negative feedback about your abilities and skills?","FACPRV17.frequently",3,0.060007555,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV18","Has the faculty provided negative feedback about your academic work?","FACPRV18.notatall",1,0.412756546,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV18","Has the faculty provided negative feedback about your academic work?","FACPRV18.occasionally",2,0.520537371,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV18","Has the faculty provided negative feedback about your academic work?","FACPRV18.frequently",3,0.066706083,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"FACPRV19","Has the faculty provided respect (treated you like a colleague/peer)?","FACPRV19.notatall",1,0.04636588,"CSS","College Senior Survey","Not at all","Faculty Interactions","Faculty Interactions"
"FACPRV19","Has the faculty provided respect (treated you like a colleague/peer)?","FACPRV19.occasionally",2,0.370121157,"CSS","College Senior Survey","Occasionally","Faculty Interactions","Faculty Interactions"
"FACPRV19","Has the faculty provided respect (treated you like a colleague/peer)?","FACPRV19.frequently",3,0.583512963,"CSS","College Senior Survey","Frequently","Faculty Interactions","Faculty Interactions"
"GENACT04","In the past year, have you been lonely or homesick?","GENACT04.notatall",1,0.408495599,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"GENACT04","In the past year, have you been lonely or homesick?","GENACT04.occasionally",2,0.530751953,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"GENACT04","In the past year, have you been lonely or homesick?","GENACT04.frequently",3,0.060752448,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"GENACT07","In the past year, have you discussed politics?","GENACT07.notatall",1,0.2520517,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"GENACT07","In the past year, have you discussed politics?","GENACT07.occasionally",2,0.565990171,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"GENACT07","In the past year, have you discussed politics?","GENACT07.frequently",3,0.181958129,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"GENACT15","In the past year, have you felt depressed?","GENACT15.notatall",1,0.356850455,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"GENACT15","In the past year, have you felt depressed?","GENACT15.occasionally",2,0.566035264,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"GENACT15","In the past year, have you felt depressed?","GENACT15.frequently",3,0.077114281,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"GENACT18","In the past year, have you felt lonely or homesick?","GENACT18.notatall",1,0.451264849,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"GENACT18","In the past year, have you felt lonely or homesick?","GENACT18.occasionally",2,0.491703156,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"GENACT18","In the past year, have you felt lonely or homesick?","GENACT18.frequently",3,0.057031995,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"GENACT19","In the past year, have you felt overwhelmed by all i had to do?","GENACT19.notatall",1,0.075945394,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"GENACT19","In the past year, have you felt overwhelmed by all i had to do?","GENACT19.occasionally",2,0.579393444,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"GENACT19","In the past year, have you felt overwhelmed by all i had to do?","GENACT19.frequently",3,0.344661162,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"GENACT22","In the past year, have you participated in organized demonstrations?","GENACT22.notatall",1,0.804822055,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"GENACT22","In the past year, have you participated in organized demonstrations?","GENACT22.occasionally",2,0.172479179,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"GENACT22","In the past year, have you participated in organized demonstrations?","GENACT22.frequently",3,0.022698766,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"GENACT26","In the past year, have you performed volunteer work?","GENACT26.notatall",1,0.27104886,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"GENACT26","In the past year, have you performed volunteer work?","GENACT26.occasionally",2,0.556637417,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"GENACT26","In the past year, have you performed volunteer work?","GENACT26.frequently",3,0.172313722,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"GENACT28","In the past year, have you received career/vocational counseling?","GENACT28.notatall",1,0.446542979,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"GENACT28","In the past year, have you received career/vocational counseling?","GENACT28.occasionally",2,0.485918313,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"GENACT28","In the past year, have you received career/vocational counseling?","GENACT28.frequently",3,0.067538708,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"GENACT30","In the past year, have you socialized with someone of another racial/ethnic group?","GENACT30.notatall",1,0.046937589,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"GENACT30","In the past year, have you socialized with someone of another racial/ethnic group?","GENACT30.occasionally",2,0.485829854,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"GENACT30","In the past year, have you socialized with someone of another racial/ethnic group?","GENACT30.frequently",3,0.467232558,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"GENACT31","In the past year, have you sought personal counseling?","GENACT31.notatall",1,0.802513368,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"GENACT31","In the past year, have you sought personal counseling?","GENACT31.occasionally",2,0.165540265,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"GENACT31","In the past year, have you sought personal counseling?","GENACT31.frequently",3,0.031946367,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"GENACT35","In the past year, have you visited a museum or art gallery?","GENACT35.notatall",1,0.334804336,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"GENACT35","In the past year, have you visited a museum or art gallery?","GENACT35.occasionally",2,0.573065528,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"GENACT35","In the past year, have you visited a museum or art gallery?","GENACT35.frequently",3,0.092130136,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"GENACT36","In the past year, have you voted in state/national election?","GENACT36.notatall",1,0.426153664,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"GENACT36","In the past year, have you voted in state/national election?","GENACT36.occasionally",2,0.371792084,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"GENACT36","In the past year, have you voted in state/national election?","GENACT36.frequently",3,0.202054253,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"GENACT37","In the past year, have you worked on a local, state, or national political campaign?","GENACT37.notatall",1,0.923338054,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"GENACT37","In the past year, have you worked on a local, state, or national political campaign?","GENACT37.occasionally",2,0.061631308,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"GENACT37","In the past year, have you worked on a local, state, or national political campaign?","GENACT37.frequently",3,0.015030638,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT05","Have you challenged a professor's ideas in class?","ACT05.notatall",1,0.275481759,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT05","Have you challenged a professor's ideas in class?","ACT05.occasionally",2,0.586905711,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT05","Have you challenged a professor's ideas in class?","ACT05.frequently",3,0.13761253,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT11","Have you did extra (unassigned) work for a course?","ACT11.notatall",1,0.276432369,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT11","Have you did extra (unassigned) work for a course?","ACT11.occasionally",2,0.62285241,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT11","Have you did extra (unassigned) work for a course?","ACT11.frequently",3,0.100715221,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT12","Have you did not have time to study due to family responsibilities?","ACT12.notatall",1,0.561525821,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT12","Have you did not have time to study due to family responsibilities?","ACT12.occasionally",2,0.383823494,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT12","Have you did not have time to study due to family responsibilities?","ACT12.frequently",3,0.054650685,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT13","Have you did not have time to study due to job responsibilities?","ACT13.notatall",1,0.531108637,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT13","Have you did not have time to study due to job responsibilities?","ACT13.occasionally",2,0.384446865,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT13","Have you did not have time to study due to job responsibilities?","ACT13.frequently",3,0.084444497,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT14","Have you discussed course content with students outside of class?","ACT14.notatall",1,0.020446308,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT14","Have you discussed course content with students outside of class?","ACT14.occasionally",2,0.292419008,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT14","Have you discussed course content with students outside of class?","ACT14.frequently",3,0.687134684,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT16","Have you failed to complete homework on time?","ACT16.notatall",1,0.395825522,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT16","Have you failed to complete homework on time?","ACT16.occasionally",2,0.541404077,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT16","Have you failed to complete homework on time?","ACT16.frequently",3,0.0627704,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT18","Have you felt discriminated against by faculty?","ACT18.notatall",1,0.748542296,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT18","Have you felt discriminated against by faculty?","ACT18.occasionally",2,0.224257411,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT18","Have you felt discriminated against by faculty?","ACT18.frequently",3,0.027200293,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT19","Have you felt discriminated against by students?","ACT19.notatall",1,0.756655154,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT19","Have you felt discriminated against by students?","ACT19.occasionally",2,0.218955347,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT19","Have you felt discriminated against by students?","ACT19.frequently",3,0.024389498,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT20","Have you felt faculty took a personal interest in your progress?","ACT20.notatall",1,0.060549741,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT20","Have you felt faculty took a personal interest in your progress?","ACT20.occasionally",2,0.447422479,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT20","Have you felt faculty took a personal interest in your progress?","ACT20.frequently",3,0.49202778,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT26","Have you felt supported by my family?","ACT26.notatall",1,0.024529018,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT26","Have you felt supported by my family?","ACT26.occasionally",2,0.155202933,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT26","Have you felt supported by my family?","ACT26.frequently",3,0.820268049,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT27","Have you felt your comments were not taken seriously by faculty?","ACT27.notatall",1,0.422633197,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT27","Have you felt your comments were not taken seriously by faculty?","ACT27.occasionally",2,0.48181653,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT27","Have you felt your comments were not taken seriously by faculty?","ACT27.frequently",3,0.095550273,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT28","Have you had difficulty getting the courses you needed?","ACT28.notatall",1,0.451662654,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT28","Have you had difficulty getting the courses you needed?","ACT28.occasionally",2,0.456552814,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT28","Have you had difficulty getting the courses you needed?","ACT28.frequently",3,0.091784532,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT31","Have you have been a guest in professor's home?","ACT31.notatall",1,0.541668715,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT31","Have you have been a guest in professor's home?","ACT31.occasionally",2,0.398032643,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT31","Have you have been a guest in professor's home?","ACT31.frequently",3,0.060298642,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
"ACT36","Have you met with an advisor/counselor about your career plans?","ACT36.notatall",1,0.179131348,"CSS","College Senior Survey","Not at all","Frequency Of Experiences","College Experiences"
"ACT36","Have you met with an advisor/counselor about your career plans?","ACT36.occasionally",2,0.634948616,"CSS","College Senior Survey","Occasionally","Frequency Of Experiences","College Experiences"
"ACT36","Have you met with an advisor/counselor about your career plans?","ACT36.frequently",3,0.185920036,"CSS","College Senior Survey","Frequently","Frequency Of Experiences","College Experiences"
