Name,Description,Summary,wtdprop,n_colleges
REASON12,Reason Attend: To prepare myself for graduate or professional school,REASON12.somewhatimportant,0.287460181525486,337
REASON12,Reason Attend: To prepare myself for graduate or professional school,REASON12.veryimportant,0.580869790847604,337
REASON13,Reason Attend: Wanted to get away from home,REASON13.notimportant,0.344135517293401,351
REASON13,Reason Attend: Wanted to get away from home,REASON13.somewhatimportant,0.454720838938028,351
REASON13,Reason Attend: Wanted to get away from home,REASON13.veryimportant,0.201143643768571,351
SCAREERA,Student's probable career aggregated,SCAREERA.business,0.15645579768521,351
SELECTIVITY,Institutional Selectivity,SELECTIVITY.scale,1247.11969489586,347
SEX,Your sex:,SEX.male,0.443114866942449,351
SEX,Your sex:,SEX.female,0.556885133057551,351
VIEW19,"View: Realistically, an individual can do little to bring about changes in our society",VIEW19.disagreestrongly,0.313577090347445,351
VIEW19,"View: Realistically, an individual can do little to bring about changes in our society",VIEW19.disagreesomewhat,0.422549990017909,351
VIEW19,"View: Realistically, an individual can do little to bring about changes in our society",VIEW19.agreesomewhat,0.218204778136042,351
VIEW19,"View: Realistically, an individual can do little to bring about changes in our society",VIEW19.agreestrongly,0.0456681414986046,351
VIEW31,View: Wealthy people should pay a larger share of taxes than they do now,VIEW31.disagreestrongly,0.142702927006595,351
VIEW31,View: Wealthy people should pay a larger share of taxes than they do now,VIEW31.disagreesomewhat,0.292762534018772,351
VIEW31,View: Wealthy people should pay a larger share of taxes than they do now,VIEW31.agreesomewhat,0.376643849529658,351
VIEW31,View: Wealthy people should pay a larger share of taxes than they do now,VIEW31.agreestrongly,0.187890689444975,351
